geneSet	description	enrichmentRatio	pValue	FDR	alpha	lin	tr	sample_id
GO:0015629	actin cytoskeleton	6.20766187397472	0	0	0	8	8	CJ
GO:0030055	cell-substrate junction	6.65602897074634	0	0	0	8	8	CJ
GO:0044445	cytosolic part	12.613038505528	0	0	0	8	8	CJ
GO:0005840	ribosome	12.6925967299685	0	0	0	8	8	CJ
GO:0043292	contractile fiber	15.9578294573643	0	0	0	8	8	CJ
GO:0003735	structural constituent of ribosome	18.6320810971974	0	0	0	8	8	CJ
GO:0008307	structural constituent of muscle	29.1437632135307	0	0	0	8	8	CJ
GO:0003779	actin binding	5.50879724704446	4.54747350886464e-13	2.58069121628068e-11	0	8	8	CJ
GO:0005844	polysome	15.2239566741	2.28139729330223e-12	1.1508381901769e-10	0	8	8	CJ
GO:0042805	actinin binding	17.536076326774	1.34518862715538e-08	6.10715636728543e-07	0	8	8	CJ
GO:0016528	sarcoplasm	11.1023859861069	2.05980006384721e-08	8.50135662715119e-07	0	8	8	CJ
GO:0042383	sarcolemma	7.65567511280805	5.4689937023511e-08	2.0691026173895e-06	0	8	8	CJ
GO:0019843	rRNA binding	10.5216457960644	8.52276214713399e-07	2.97641078061449e-05	0	8	8	CJ
GO:0017022	myosin binding	8.80027359781122	1.4105065672676e-05	0.000457407129671065	0	8	8	CJ
GO:0099572	postsynaptic specialization	3.52010943912449	4.69258668565065e-05	0.00137455896767066	0	8	8	CJ
GO:0098984	neuron to neuron synapse	3.50978653754348	4.84426067901556e-05	0.00137455896767066	0	8	8	CJ
GO:0031012	extracellular matrix	2.93004501125281	7.26311480643282e-05	0.00190857356492158	0	8	8	CJ
GO:0030506	ankyrin binding	17.0976744186047	7.56703175519569e-05	0.00190857356492158	0	8	8	CJ
GO:0005201	extracellular matrix structural constituent	4.86959081542538	0.000100458690989957	0.0024004339847074	0	8	8	CJ
GO:0005200	structural constituent of cytoskeleton	5.92493667971448	0.000181171604686448	0.00411259542638236	0	8	8	CJ
GO:0003729	mRNA binding	3.66902884519413	0.000420075812155751	0.00908163898660529	0	8	8	CJ
GO:0044325	ion channel binding	4.86519190773303	0.000603669723575173	0.0124575479319604	0	8	8	CJ
GO:0050839	cell adhesion molecule binding	2.50384353410528	0.00148442836449414	0.0293013251078408	0	8	8	CJ
GO:0019208	phosphatase regulator activity	4.85729386892178	0.00370400597738652	0.0700674464055616	0	8	8	CJ
GO:0035035	histone acetyltransferase binding	8.84362469927827	0.00459625876198988	0.0834680591177362	0	8	8	CJ
GO:0098631	cell adhesion mediator activity	5.79582183681514	0.00498974404692909	0.0871286075886849	0	8	8	CJ
GO:0019838	growth factor binding	3.71688574317492	0.00566454618714851	0.0952482951468676	0	8	8	CJ
GO:0031252	cell leading edge	2.39280430794722	0.0065762815055892	0.106629707269196	0	8	8	CJ
GO:0004857	enzyme inhibitor activity	2.37467700258398	0.00988465208379918	0.154745932622235	0	8	8	CJ
GO:0030547	receptor inhibitor activity	6.57602862254025	0.0105573557593849	0.156779407077109	0	8	8	CJ
GO:0043209	myelin sheath	3.24639387695025	0.0107052018048246	0.156779407077109	0	8	8	CJ
GO:0044309	neuron spine	3.07143851831221	0.0137809658988881	0.195517453690475	0	8	8	CJ
GO:0046332	SMAD binding	4.27441860465116	0.014362179812859	0.197588776819333	0	8	8	CJ
GO:1901681	sulfur compound binding	2.49341085271318	0.0228964789218351	0.305735336191563	0	8	8	CJ
GO:0005516	calmodulin binding	2.67151162790698	0.0254541427857302	0.330076161727806	0	8	8	CJ
GO:0043621	protein self-association	4.66300211416491	0.0264740457563019	0.330076161727806	0	8	8	CJ
GO:0033612	receptor serine/threonine kinase binding	7.77167019027484	0.0269572262164812	0.330076161727806	0	8	8	CJ
GO:0005788	endoplasmic reticulum lumen	2.23499012007904	0.0276275201446181	0.330076161727806	0	8	8	CJ
GO:0097060	synaptic membrane	1.98810167658194	0.0299330700776381	0.34461027813355	0	8	8	CJ
GO:0097110	scaffold protein binding	4.42181234963913	0.0303621390426035	0.34461027813355	0	8	8	CJ
GO:0072562	blood microparticle	3.16623600344531	0.0379511826389475	0.420239924831272	0	8	8	CJ
GO:0042826	histone deacetylase binding	3.10866807610994	0.0401684612730664	0.434201938523146	0	8	8	CJ
GO:0005539	glycosaminoglycan binding	2.34214718063077	0.0439737870585832	0.462464210562594	0	8	8	CJ
GO:0031072	heat shock protein binding	2.99959200326397	0.0448203199664188	0.462464210562594	0	8	8	CJ
GO:0098978	glutamatergic synapse	1.95401993355482	0.0536369634817133	0.541137364904397	0	8	8	CJ
GO:0098793	presynapse	1.76994559198806	0.057657852317885	0.554023052990761	0	8	8	CJ
GO:0033613	activating transcription factor binding	3.37454100367197	0.059524789608611	0.554023052990761	0	8	8	CJ
GO:0005790	smooth endoplasmic reticulum	5.02872777017784	0.059795439639972	0.554023052990761	0	8	8	CJ
GO:0008180	COP9 signalosome	5.02872777017784	0.059795439639972	0.554023052990761	0	8	8	CJ
GO:0016234	inclusion body	3.24639387695025	0.0653132607668764	0.593044407763238	0	8	8	CJ
GO:0051117	ATPase binding	3.20581395348837	0.0672983678170329	0.599087431155548	0	8	8	CJ
GO:0034399	nuclear periphery	2.57107885994055	0.0708366781985312	0.611190443156905	0	8	8	CJ
GO:0098685	Schaffer collateral - CA1 synapse	3.12762336925695	0.0713504261835153	0.611190443156905	0	8	8	CJ
GO:0005911	cell-cell junction	1.74466065495966	0.0746612608355772	0.627707637395409	0	8	8	CJ
GO:0043531	ADP binding	4.3840190816935	0.076078685343749	0.627994966292037	0	8	8	CJ
GO:0098858	actin-based cell projection	2.16975563687876	0.0817492333157342	0.652685376824609	0	8	8	CJ
GO:0005581	collagen trimer	2.94787489975942	0.0819450803502262	0.652685376824609	0	8	8	CJ
GO:0048156	tau protein binding	3.79948320413437	0.0972023081334206	0.760859446423671	0	8	8	CJ
GO:0051018	protein kinase A binding	3.56201550387597	0.108316278254694	0.819593172127184	0	8	8	CJ
GO:0098531	transcription factor activity, direct ligand regulated sequence-specific DNA binding	3.56201550387597	0.108316278254694	0.819593172127184	0	8	8	CJ
GO:0005080	protein kinase C binding	3.48932130991932	0.112093318553755	0.834268305301721	0	8	8	CJ
GO:1904949	ATPase complex	2.51436388508892	0.117382506473651	0.859542869984476	0	8	8	CJ
GO:0003707	steroid hormone receptor activity	3.2259763053971	0.127528227660908	0.919012942191306	0	8	8	CJ
GO:0045111	intermediate filament cytoskeleton	1.84242181234964	0.136464667874706	0.968046237736193	0	8	8	CJ
GO:0016887	ATPase activity	1.56143145375385	0.142227459664827	0.993404102889712	0	8	8	CJ
GO:0043292	contractile fiber	10.8918518518519	0.000445917692244224	0.202446632278878	0	9	9	CJ
GO:0005201	extracellular matrix structural constituent	11.6329113924051	0.00208746930014869	0.473855531133753	0	9	9	CJ
GO:0048018	receptor ligand activity	2.81897909956638	2.96274116351469e-12	1.34508448823567e-09	0	1	1	CJ
GO:0022803	passive transmembrane transporter activity	2.4669291535334	9.97185556350644e-09	2.26361121291596e-06	0	1	1	CJ
GO:0031012	extracellular matrix	2.36967847182024	1.76625430947652e-08	2.67293152167447e-06	0	1	1	CJ
GO:0043292	contractile fiber	3.09165125974261	6.38289809895554e-08	7.24458934231453e-06	0	1	1	CJ
GO:0003735	structural constituent of ribosome	3.38277491947965	5.29142050842424e-07	4.80460982164921e-05	0	1	1	CJ
GO:0044445	cytosolic part	2.65429358436071	3.73145421317389e-06	0.000282346702130158	0	1	1	CJ
GO:0043235	receptor complex	2.18063176627614	9.69639476933182e-06	0.000611235540096955	0	1	1	CJ
GO:0005840	ribosome	2.61866260142331	1.07706703100785e-05	0.000611235540096955	0	1	1	CJ
