geneSet	description	enrichmentRatio	pValue	FDR	alpha	lin	tr	sample_id
GO:0048770	pigment granule	14.3628815628816	0.000166613174087726	0.062259635883916	0	1	1	YG1
GO:0031012	extracellular matrix	5.32092638544251	0.000286888891980475	0.062259635883916	0	1	1	YG1
GO:0050840	extracellular matrix binding	20.565034965035	0.000411407285576537	0.062259635883916	0	1	1	YG1
GO:0005518	collagen binding	16.8817451205511	0.00073490341436	0.0715169128336998	0	1	1	YG1
GO:0005201	extracellular matrix structural constituent	9.544952937358	0.000787631198609029	0.0715169128336998	0	1	1	YG1
GO:0031091	platelet alpha granule	12.429416737109	0.00178366989980905	0.134964355752218	0	1	1	YG1
GO:0061134	peptidase regulator activity	7.14740551707376	0.00228745907530303	0.14078020556574	0	1	1	YG1
GO:0097718	disordered domain specific binding	26.9304029304029	0.00248070846811876	0.14078020556574	0	1	1	YG1
GO:0043394	proteoglycan binding	21.5443223443223	0.00385940081280212	0.185328677199074	0	1	1	YG1
GO:0017147	Wnt-protein binding	20.3797643797644	0.00430552879622692	0.185328677199074	0	1	1	YG1
GO:0003779	actin binding	4.49911266140383	0.0047558227006359	0.185328677199074	0	1	1	YG1
GO:0035326	enhancer binding	8.56876456876457	0.00510449644502509	0.185328677199074	0	1	1	YG1
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	5.64832421012196	0.00530676828984134	0.185328677199074	0	1	1	YG1
GO:0019838	growth factor binding	8.19620958751394	0.00577509319452163	0.187278022165201	0	1	1	YG1
GO:0046982	protein heterodimerization activity	4.02805172035941	0.00754221359105844	0.219890588444607	0	1	1	YG1
GO:0070888	E-box binding	15.0810256410256	0.00774944805091127	0.219890588444607	0	1	1	YG1
GO:0005788	endoplasmic reticulum lumen	4.92843975196916	0.00852917713608459	0.227779201163671	0	1	1	YG1
GO:0098589	membrane region	4.65463754352643	0.0103733029930793	0.261637753269888	0	1	1	YG1
GO:0005811	lipid droplet	9.79287379287379	0.0176976038952303	0.401735608421729	0	1	1	YG1
GO:0016528	sarcoplasm	9.79287379287379	0.0176976038952303	0.401735608421729	0	1	1	YG1
GO:0005539	glycosaminoglycan binding	5.16473480857043	0.0200893644482998	0.434312926644195	0	1	1	YG1
GO:0005802	trans-Golgi network	4.98271772280583	0.0220619435538488	0.455278289702153	0	1	1	YG1
GO:0003714	transcription corepressor activity	4.81309328968904	0.0241374899553111	0.47645306259614	0	1	1	YG1
GO:1901681	sulfur compound binding	4.71282051282051	0.0254870320205236	0.482129689054905	0	1	1	YG1
GO:0005635	nuclear envelope	3.31451112989575	0.0316976450669948	0.575629234416626	0	1	1	YG1
GO:0001664	G protein-coupled receptor binding	4.25216888374783	0.033152215513506	0.578888686274297	0	1	1	YG1
GO:0099568	cytoplasmic region	3.14843959102832	0.0372446322763357	0.626261594572459	0	1	1	YG1
GO:0044325	ion channel binding	6.13049822805921	0.0420599305220923	0.668149524628966	0	1	1	YG1
GO:0002020	protease binding	6.08105872622002	0.0426791546569163	0.668149524628966	0	1	1	YG1
GO:0003713	transcription coactivator activity	3.57935735150925	0.0508987152947945	0.770267224794557	0	1	1	YG1
GO:0001085	RNA polymerase II transcription factor binding	5.38608058608059	0.0530414681607708	0.77171340029981	0	1	1	YG1
GO:0030742	GTP-dependent protein binding	17.1375291375291	0.0567942277933932	0.77171340029981	0	1	1	YG1
GO:0016769	transferase activity, transferring nitrogenous groups	16.3924191750279	0.059299678352994	0.77171340029981	0	1	1	YG1
